"AtomicLevel.symbol";"AtomicLevel.level";"AtomicLevel.number";"ExcitationEnergy";"SensitivityFactor";"Reference"
"Yb";"4d3/2";70;1254 eV;0.104784 Mb;""
"Yb";"4d5/2";70;1254 eV;0.15207000000000001 Mb;""
"Yb";"4d";70;1254 eV;0.25685400000000003 Mb;""
"Yb";"4f5/2";70;1254 eV;0.058386 Mb;""
"Yb";"4f7/2";70;1254 eV;0.073926000000000006 Mb;""
"Yb";"4f";70;1254 eV;0.13231200000000001 Mb;""
"Yb";"5s";70;1254 eV;0.0054834000000000003 Mb;""
"Yb";"5p1/2";70;1254 eV;0.0049284000000000003 Mb;""
"Yb";"5p3/2";70;1254 eV;0.010611600000000001 Mb;""
"Yb";"5p";70;1254 eV;0.01554 Mb;""
"Yb";"6s";70;1254 eV;0.00042402 Mb;""
"Lu";"4s";71;1254 eV;0.029748 Mb;""
"Lu";"4p1/2";71;1254 eV;0.033744000000000003 Mb;""
"Lu";"4p3/2";71;1254 eV;0.082806000000000005 Mb;""
"Lu";"4p";71;1254 eV;0.11655 Mb;""
"Lu";"4d3/2";71;1254 eV;0.109002 Mb;""
"Lu";"4d5/2";71;1254 eV;0.15828600000000001 Mb;""
"Lu";"4d";71;1254 eV;0.26728800000000003 Mb;""
"Lu";"4f5/2";71;1254 eV;0.067710000000000006 Mb;""
"Lu";"4f7/2";71;1254 eV;0.085914000000000004 Mb;""
"Lu";"4f";71;1254 eV;0.15362400000000001 Mb;""
"Lu";"5s";71;1254 eV;0.0057942000000000002 Mb;""
"Lu";"5p1/2";71;1254 eV;0.0052614000000000003 Mb;""
"Lu";"5p3/2";71;1254 eV;0.0115218 Mb;""
"Lu";"5p";71;1254 eV;0.016783200000000002 Mb;""
"Lu";"5d3/2";71;1254 eV;0.00047063999999999998 Mb;""
"Lu";"5d5/2";71;1254 eV;0.00064380000000000004 Mb;""
"Lu";"5d";71;1254 eV;0.00111444 Mb;""
"Lu";"6s";71;1254 eV;0.00051281999999999999 Mb;""
"Hf";"4s";72;1254 eV;0.030192 Mb;""
"Hf";"4p1/2";72;1254 eV;0.033966000000000003 Mb;""
"Hf";"4p3/2";72;1254 eV;0.085026000000000004 Mb;""
"Hf";"4p";72;1254 eV;0.118992 Mb;""
"Hf";"4d3/2";72;1254 eV;0.11322 Mb;""
"Hf";"4d5/2";72;1254 eV;0.16472400000000001 Mb;""
"Hf";"4d";72;1254 eV;0.27794400000000002 Mb;""
"Hf";"4f5/2";72;1254 eV;0.077700000000000005 Mb;""
"Hf";"4f7/2";72;1254 eV;0.098790000000000003 Mb;""
"Hf";"4f";72;1254 eV;0.17649000000000001 Mb;""
"Hf";"5s";72;1254 eV;0.0061272000000000002 Mb;""
"Hf";"5p1/2";72;1254 eV;0.0056166000000000002 Mb;""
"Hf";"5p3/2";72;1254 eV;0.0124764 Mb;""
"Hf";"5p";72;1254 eV;0.018093000000000001 Mb;""
"Hf";"5d3/2";72;1254 eV;0.0012010199999999999 Mb;""
"Hf";"5d5/2";72;1254 eV;0.0016583399999999999 Mb;""
"Hf";"5d";72;1254 eV;0.00285936 Mb;""
"Hf";"6s";72;1254 eV;0.00057941999999999998 Mb;""
"Ta";"4s";73;1254 eV;0.030636 Mb;""
"Ta";"4p1/2";73;1254 eV;0.034188000000000003 Mb;""
"Ta";"4p3/2";73;1254 eV;0.087246000000000004 Mb;""
"Ta";"4p";73;1254 eV;0.121434 Mb;""
"Ta";"4d3/2";73;1254 eV;0.117438 Mb;""
"Ta";"4d5/2";73;1254 eV;0.17116200000000001 Mb;""
"Ta";"4d";73;1254 eV;0.28860000000000002 Mb;""
"Ta";"4f5/2";73;1254 eV;0.088578000000000004 Mb;""
"Ta";"4f7/2";73;1254 eV;0.112776 Mb;""
"Ta";"4f";73;1254 eV;0.20135400000000001 Mb;""
"Ta";"5s";73;1254 eV;0.0064602000000000001 Mb;""
"Ta";"5p1/2";73;1254 eV;0.0059496000000000002 Mb;""
"Ta";"5p3/2";73;1254 eV;0.0134532 Mb;""
"Ta";"5p";73;1254 eV;0.019402800000000001 Mb;""
"Ta";"5d3/2";73;1254 eV;0.00216672 Mb;""
"Ta";"5d5/2";73;1254 eV;0.0030125400000000002 Mb;""
"Ta";"5d";73;1254 eV;0.0051792599999999998 Mb;""
"Ta";"6s";73;1254 eV;0.00063714000000000002 Mb;""
"W";"4s";74;1254 eV;0.030858 Mb;""
"W";"4p1/2";74;1254 eV;0.034410000000000003 Mb;""
"W";"4p3/2";74;1254 eV;0.089466000000000004 Mb;""
"W";"4p";74;1254 eV;0.123876 Mb;""
"W";"4d3/2";74;1254 eV;0.121656 Mb;""
"W";"4d5/2";74;1254 eV;0.17782200000000001 Mb;""
"W";"4d";74;1254 eV;0.29947800000000002 Mb;""
"W";"4f5/2";74;1254 eV;0.100344 Mb;""
"W";"4f7/2";74;1254 eV;0.12765000000000001 Mb;""
"W";"4f";74;1254 eV;0.227994 Mb;""
"W";"5s";74;1254 eV;0.0067932000000000001 Mb;""
"W";"5p1/2";74;1254 eV;0.0062826000000000002 Mb;""
"W";"5p3/2";74;1254 eV;0.0144522 Mb;""
"W";"5p";74;1254 eV;0.020734800000000001 Mb;""
"W";"5d3/2";74;1254 eV;0.00336996 Mb;""
"W";"5d5/2";74;1254 eV;0.0047064000000000003 Mb;""
"W";"5d";74;1254 eV;0.0080763599999999994 Mb;""
"W";"6s";74;1254 eV;0.00068820000000000003 Mb;""
"Re";"4s";75;1254 eV;0.031302000000000003 Mb;""
"Re";"4p1/2";75;1254 eV;0.034410000000000003 Mb;""
"Re";"4p3/2";75;1254 eV;0.091686000000000004 Mb;""
"Re";"4p";75;1254 eV;0.12609600000000001 Mb;""
"Re";"4d3/2";75;1254 eV;0.12587400000000001 Mb;""
"Re";"4d5/2";75;1254 eV;0.18448200000000001 Mb;""
"Re";"4d";75;1254 eV;0.31035600000000002 Mb;""
"Re";"4f5/2";75;1254 eV;0.112776 Mb;""
"Re";"4f7/2";75;1254 eV;0.14341200000000001 Mb;""
"Re";"4f";75;1254 eV;0.25618800000000003 Mb;""
"Re";"5s";75;1254 eV;0.0071484000000000001 Mb;""
"Re";"5p1/2";75;1254 eV;0.0066378000000000001 Mb;""
"Re";"5p3/2";75;1254 eV;0.0154734 Mb;""
"Re";"5p";75;1254 eV;0.022111200000000001 Mb;""
"Re";"5d3/2";75;1254 eV;0.0048174000000000003 Mb;""
"Re";"5d5/2";75;1254 eV;0.0067266000000000001 Mb;""
"Re";"5d";75;1254 eV;0.011544 Mb;""
"Re";"5f5/2";75;1254 eV;0.00073260000000000003 Mb;""
"Re";"5f";75;1254 eV;0.00073260000000000003 Mb;""
"Re";"6s";75;1254 eV;0.00073260000000000003 Mb;""
"Os";"4s";76;1254 eV;0.031524000000000003 Mb;""
"Os";"4p1/2";76;1254 eV;0.034410000000000003 Mb;""
"Os";"4p3/2";76;1254 eV;0.094128000000000003 Mb;""
"Os";"4p";76;1254 eV;0.12853800000000001 Mb;""
"Os";"4d3/2";76;1254 eV;0.13009200000000001 Mb;""
"Os";"4d5/2";76;1254 eV;0.19092000000000001 Mb;""
"Os";"4d";76;1254 eV;0.32101200000000002 Mb;""
"Os";"4f5/2";76;1254 eV;0.12587400000000001 Mb;""
"Os";"4f7/2";76;1254 eV;0.16028400000000001 Mb;""
"Os";"4f";76;1254 eV;0.28615800000000002 Mb;""
"Os";"5s";76;1254 eV;0.0074814 Mb;""
"Os";"5p1/2";76;1254 eV;0.0069708000000000001 Mb;""
"Os";"5p3/2";76;1254 eV;0.016494600000000002 Mb;""
"Os";"5p";76;1254 eV;0.023465400000000001 Mb;""
"Os";"5d3/2";76;1254 eV;0.0065046000000000001 Mb;""
"Os";"5d5/2";76;1254 eV;0.0091020000000000007 Mb;""
"Os";"5d";76;1254 eV;0.0156066 Mb;""
"Os";"6s";76;1254 eV;0.00077477999999999998 Mb;""
"Ir";"4s";77;1254 eV;0.031746000000000003 Mb;""
"Ir";"4p1/2";77;1254 eV;0.034410000000000003 Mb;""
"Ir";"4p3/2";77;1254 eV;0.096348000000000003 Mb;""
"Ir";"4p";77;1254 eV;0.13075800000000001 Mb;""
"Ir";"4d3/2";77;1254 eV;0.13431000000000001 Mb;""
"Ir";"4d5/2";77;1254 eV;0.19758000000000001 Mb;""
"Ir";"4d";77;1254 eV;0.33189000000000002 Mb;""
"Ir";"4f5/2";77;1254 eV;0.13986000000000001 Mb;""
"Ir";"4f7/2";77;1254 eV;0.17826600000000001 Mb;""
"Ir";"4f";77;1254 eV;0.31812600000000002 Mb;""
"Ir";"5s";77;1254 eV;0.00777 Mb;""
"Ir";"5p1/2";77;1254 eV;0.0071928000000000001 Mb;""
"Ir";"5p3/2";77;1254 eV;0.017182800000000002 Mb;""
"Ir";"5p";77;1254 eV;0.024375600000000001 Mb;""
"Ir";"5d3/2";77;1254 eV;0.0095682000000000007 Mb;""
"Ir";"5d5/2";77;1254 eV;0.0131646 Mb;""
"Ir";"5d";77;1254 eV;0.022732800000000001 Mb;""
"Pt";"4s";78;1254 eV;0.031968000000000003 Mb;""
"Pt";"4p1/2";78;1254 eV;0.034188000000000003 Mb;""
"Pt";"4p3/2";78;1254 eV;0.098790000000000003 Mb;""
"Pt";"4p";78;1254 eV;0.13297800000000001 Mb;""
"Pt";"4d3/2";78;1254 eV;0.13852800000000001 Mb;""
"Pt";"4d5/2";78;1254 eV;0.20424 Mb;""
"Pt";"4d";78;1254 eV;0.34276800000000002 Mb;""
"Pt";"4f5/2";78;1254 eV;0.15473400000000001 Mb;""
"Pt";"4f7/2";78;1254 eV;0.19735800000000001 Mb;""
"Pt";"4f";78;1254 eV;0.35209200000000002 Mb;""
"Pt";"5s";78;1254 eV;0.0081252000000000008 Mb;""
"Pt";"5p1/2";78;1254 eV;0.007548 Mb;""
"Pt";"5p3/2";78;1254 eV;0.018403800000000001 Mb;""
"Pt";"5p";78;1254 eV;0.025951800000000001 Mb;""
"Pt";"5d3/2";78;1254 eV;0.0112776 Mb;""
"Pt";"5d5/2";78;1254 eV;0.015739800000000002 Mb;""
"Pt";"5d";78;1254 eV;0.0270174 Mb;""
"Pt";"6s";78;1254 eV;0.00037073999999999999 Mb;""
"Au";"4s";79;1254 eV;0.032190000000000003 Mb;""
"Au";"4p1/2";79;1254 eV;0.033966000000000003 Mb;""
"Au";"4p3/2";79;1254 eV;0.10101 Mb;""
"Au";"4p";79;1254 eV;0.13497600000000001 Mb;""
"Au";"4d3/2";79;1254 eV;0.14252400000000001 Mb;""
"Au";"4d5/2";79;1254 eV;0.2109 Mb;""
"Au";"4d";79;1254 eV;0.35342400000000002 Mb;""
"Au";"4f5/2";79;1254 eV;0.17049600000000001 Mb;""
"Au";"4f7/2";79;1254 eV;0.217338 Mb;""
"Au";"4f";79;1254 eV;0.38783400000000001 Mb;""
"Au";"5s";79;1254 eV;0.0084582000000000008 Mb;""
"Au";"5p1/2";79;1254 eV;0.0078366000000000009 Mb;""
"Au";"5p3/2";79;1254 eV;0.019469400000000001 Mb;""
"Au";"5p";79;1254 eV;0.027306 Mb;""
"Au";"5d3/2";79;1254 eV;0.0137418 Mb;""
"Au";"5d5/2";79;1254 eV;0.019203000000000001 Mb;""
"Au";"5d";79;1254 eV;0.032944800000000003 Mb;""
"Au";"6s";79;1254 eV;0.00038405999999999998 Mb;""
"Hg";"4s";80;1254 eV;0.032190000000000003 Mb;""
"Hg";"4p1/2";80;1254 eV;0.033744000000000003 Mb;""
"Hg";"4p3/2";80;1254 eV;0.10323 Mb;""
"Hg";"4p";80;1254 eV;0.13697400000000001 Mb;""
"Hg";"4d3/2";80;1254 eV;0.14652000000000001 Mb;""
"Hg";"4d5/2";80;1254 eV;0.217338 Mb;""
"Hg";"4d";80;1254 eV;0.36385800000000001 Mb;""
"Hg";"4f5/2";80;1254 eV;0.18714600000000001 Mb;""
"Hg";"4f7/2";80;1254 eV;0.23865 Mb;""
"Hg";"4f";80;1254 eV;0.42579600000000001 Mb;""
"Hg";"5s";80;1254 eV;0.0088134000000000007 Mb;""
"Hg";"5p1/2";80;1254 eV;0.0081696000000000008 Mb;""
"Hg";"5p3/2";80;1254 eV;0.020757000000000001 Mb;""
"Hg";"5p";80;1254 eV;0.0289266 Mb;""
"Hg";"5d3/2";80;1254 eV;0.015695400000000002 Mb;""
"Hg";"5d5/2";80;1254 eV;0.022133400000000001 Mb;""
"Hg";"5d";80;1254 eV;0.037828800000000003 Mb;""
"Hg";"6s";80;1254 eV;0.00091020000000000001 Mb;""
"Tl";"4s";81;1254 eV;0.032412000000000003 Mb;""
"Tl";"4p1/2";81;1254 eV;0.033300000000000003 Mb;""
"Tl";"4p3/2";81;1254 eV;0.10545 Mb;""
"Tl";"4p";81;1254 eV;0.13875000000000001 Mb;""
"Tl";"4d3/2";81;1254 eV;0.15051600000000001 Mb;""
"Tl";"4d5/2";81;1254 eV;0.223776 Mb;""
"Tl";"4d";81;1254 eV;0.37429200000000001 Mb;""
"Tl";"4f5/2";81;1254 eV;0.204684 Mb;""
"Tl";"4f7/2";81;1254 eV;0.26129400000000003 Mb;""
"Tl";"4f";81;1254 eV;0.465978 Mb;""
"Tl";"5s";81;1254 eV;0.0091686000000000007 Mb;""
"Tl";"5p1/2";81;1254 eV;0.0085026000000000008 Mb;""
"Tl";"5p3/2";81;1254 eV;0.022111200000000001 Mb;""
"Tl";"5p";81;1254 eV;0.0306138 Mb;""
"Tl";"5d3/2";81;1254 eV;0.017848800000000001 Mb;""
"Tl";"5d5/2";81;1254 eV;0.025308000000000001 Mb;""
"Tl";"5d";81;1254 eV;0.043156800000000002 Mb;""
"Tl";"6s";81;1254 eV;0.00113886 Mb;""
"Tl";"6pl/2";81;1254 eV;9.3239999999999995e-005 Mb;""
"Tl";"6p3/2";81;1254 eV;0.00017537999999999999 Mb;""
"Tl";"6p";81;1254 eV;0.00026862000000000001 Mb;""
"Pb";"4s";82;1254 eV;0.032412000000000003 Mb;""
"Pb";"4p1/2";82;1254 eV;0.032634000000000003 Mb;""
"Pb";"4p3/2";82;1254 eV;0.107892 Mb;""
"Pb";"4p";82;1254 eV;0.14052600000000001 Mb;""
"Pb";"4d3/2";82;1254 eV;0.15406800000000001 Mb;""
"Pb";"4d5/2";82;1254 eV;0.230214 Mb;""
"Pb";"4d";82;1254 eV;0.38428200000000001 Mb;""
"Pb";"4f5/2";82;1254 eV;0.22311 Mb;""
"Pb";"4f7/2";82;1254 eV;0.28482600000000002 Mb;""
"Pb";"4f";82;1254 eV;0.50793600000000005 Mb;""
"Pb";"5s";82;1254 eV;0.0095460000000000007 Mb;""
"Pb";"5p1/2";82;1254 eV;0.0088356000000000007 Mb;""
"Pb";"5p3/2";82;1254 eV;0.023532000000000001 Mb;""
"Pb";"5p";82;1254 eV;0.032367600000000003 Mb;""
"Pb";"5d3/2";82;1254 eV;0.019980000000000001 Mb;""
"Pb";"5d5/2";82;1254 eV;0.028638 Mb;""
"Pb";"5d";82;1254 eV;0.048618000000000001 Mb;""
"Pb";"6s";82;1254 eV;0.0013253399999999999 Mb;""
"Pb";"6pl/2";82;1254 eV;0.00025530000000000003 Mb;""
"Pb";"6p3/2";82;1254 eV;0.00051725999999999996 Mb;""
"Pb";"6p";82;1254 eV;0.00077256000000000004 Mb;""
"Bi";"4s";83;1254 eV;0.032190000000000003 Mb;""
"Bi";"4p1/2";83;1254 eV;0.032190000000000003 Mb;""
"Bi";"4p3/2";83;1254 eV;0.110112 Mb;""
"Bi";"4p";83;1254 eV;0.14230200000000001 Mb;""
"Bi";"4d3/2";83;1254 eV;0.15784200000000001 Mb;""
"Bi";"4d5/2";83;1254 eV;0.236208 Mb;""
"Bi";"4d";83;1254 eV;0.39405000000000001 Mb;""
"Bi";"4f5/2";83;1254 eV;0.242646 Mb;""
"Bi";"4f7/2";83;1254 eV;0.30969000000000002 Mb;""
"Bi";"4f";83;1254 eV;0.55233600000000005 Mb;""
"Bi";"5s";83;1254 eV;0.0099012000000000006 Mb;""
"Bi";"5p1/2";83;1254 eV;0.0091464000000000007 Mb;""
"Bi";"5p3/2";83;1254 eV;0.025086000000000001 Mb;""
"Bi";"5p";83;1254 eV;0.034232400000000003 Mb;""
"Bi";"5d3/2";83;1254 eV;0.022133400000000001 Mb;""
"Bi";"5d5/2";83;1254 eV;0.031968000000000003 Mb;""
"Bi";"5d";83;1254 eV;0.054101400000000001 Mb;""
"Bi";"6s";83;1254 eV;0.0015007200000000001 Mb;""
"Bi";"6pl/2";83;1254 eV;0.0004662 Mb;""
"Bi";"6p3/2";83;1254 eV;0.0010123199999999999 Mb;""
"Bi";"6p";83;1254 eV;0.0014785200000000001 Mb;""
"Po";"4s";84;1254 eV;0.031968000000000003 Mb;""
"Po";"4p1/2";84;1254 eV;0.031524000000000003 Mb;""
"Po";"4p3/2";84;1254 eV;0.112332 Mb;""
"Po";"4p";84;1254 eV;0.14385600000000001 Mb;""
"Po";"4d3/2";84;1254 eV;0.16139400000000001 Mb;""
"Po";"4d5/2";84;1254 eV;0.242424 Mb;""
"Po";"4d";84;1254 eV;0.40381800000000001 Mb;""
"Po";"4f5/2";84;1254 eV;0.26284800000000003 Mb;""
"Po";"4f7/2";84;1254 eV;0.33566400000000002 Mb;""
"Po";"4f";84;1254 eV;0.59851200000000004 Mb;""
"Po";"5s";84;1254 eV;0.010256400000000001 Mb;""
"Po";"5p1/2";84;1254 eV;0.0094572000000000007 Mb;""
"Po";"5p3/2";84;1254 eV;0.026418000000000001 Mb;""
"Po";"5p";84;1254 eV;0.035875200000000003 Mb;""
"Po";"5d3/2";84;1254 eV;0.024198000000000001 Mb;""
"Po";"5d5/2";84;1254 eV;0.035076000000000003 Mb;""
"Po";"5d";84;1254 eV;0.059274 Mb;""
"Po";"6s";84;1254 eV;0.0016716599999999999 Mb;""
"Po";"6pl/2";84;1254 eV;0.00073037999999999998 Mb;""
"Po";"6p3/2";84;1254 eV;0.0016539 Mb;""
"Po";"6p";84;1254 eV;0.0023842799999999999 Mb;""
"At";"4s";85;1254 eV;0.031968000000000003 Mb;""
"At";"4p1/2";85;1254 eV;0.030636 Mb;""
"At";"4p3/2";85;1254 eV;0.11433 Mb;""
"At";"4p";85;1254 eV;0.14496600000000001 Mb;""
"At";"4d3/2";85;1254 eV;0.16472400000000001 Mb;""
"At";"4d5/2";85;1254 eV;0.24864 Mb;""
"At";"4d";85;1254 eV;0.41336400000000001 Mb;""
"At";"4f5/2";85;1254 eV;0.28416000000000002 Mb;""
"At";"4f7/2";85;1254 eV;0.36297000000000001 Mb;""
"At";"4f";85;1254 eV;0.64712999999999998 Mb;""
"At";"5s";85;1254 eV;0.010611600000000001 Mb;""
"At";"5p1/2";85;1254 eV;0.0097458000000000006 Mb;""
"At";"5p3/2";85;1254 eV;0.027972 Mb;""
"At";"5p";85;1254 eV;0.037717800000000003 Mb;""
"At";"5d3/2";85;1254 eV;0.026418000000000001 Mb;""
"At";"5d5/2";85;1254 eV;0.038406000000000003 Mb;""
"At";"5d";85;1254 eV;0.064824000000000007 Mb;""
"At";"6s";85;1254 eV;0.0018426 Mb;""
"At";"6pl/2";85;1254 eV;0.0010411800000000001 Mb;""
"At";"6p3/2";85;1254 eV;0.0024397799999999999 Mb;""
"At";"6p";85;1254 eV;0.00348096 Mb;""
"Rn";"4s";86;1254 eV;0.031968000000000003 Mb;""
"Rn";"4p1/2";86;1254 eV;0.029748 Mb;""
"Rn";"4p3/2";86;1254 eV;0.116328 Mb;""
"Rn";"4p";86;1254 eV;0.14607600000000001 Mb;""
"Rn";"4d3/2";86;1254 eV;0.16783200000000001 Mb;""
"Rn";"4d5/2";86;1254 eV;0.25441200000000003 Mb;""
"Rn";"4d";86;1254 eV;0.42224400000000001 Mb;""
"Rn";"4f5/2";86;1254 eV;0.30636000000000002 Mb;""
"Rn";"4f7/2";86;1254 eV;0.39138600000000001 Mb;""
"Rn";"4f";86;1254 eV;0.69774599999999998 Mb;""
"Rn";"5s";86;1254 eV;0.010944600000000001 Mb;""
"Rn";"5p1/2";86;1254 eV;0.010012200000000001 Mb;""
"Rn";"5p3/2";86;1254 eV;0.029526 Mb;""
"Rn";"5p";86;1254 eV;0.039538200000000003 Mb;""
"Rn";"5d3/2";86;1254 eV;0.028638 Mb;""
"Rn";"5d5/2";86;1254 eV;0.041736000000000002 Mb;""
"Rn";"5d";86;1254 eV;0.070374000000000006 Mb;""
"Rn";"6s";86;1254 eV;0.00201132 Mb;""
"Rn";"6pl/2";86;1254 eV;0.0014008200000000001 Mb;""
"Rn";"6p3/2";86;1254 eV;0.0033744000000000001 Mb;""
"Rn";"6p";86;1254 eV;0.0047752200000000002 Mb;""
"Fr";"4s";87;1254 eV;0.031968000000000003 Mb;""
"Fr";"4p1/2";87;1254 eV;0.02886 Mb;""
"Fr";"4p3/2";87;1254 eV;0.118548 Mb;""
"Fr";"4p";87;1254 eV;0.14740800000000001 Mb;""
"Fr";"4d3/2";87;1254 eV;0.17071800000000001 Mb;""
"Fr";"4d5/2";87;1254 eV;0.25974000000000003 Mb;""
"Fr";"4d";87;1254 eV;0.43045800000000001 Mb;""
"Fr";"4f5/2";87;1254 eV;0.32944800000000002 Mb;""
"Fr";"4f7/2";87;1254 eV;0.42113400000000001 Mb;""
"Fr";"4f";87;1254 eV;0.75058199999999997 Mb;""
"Fr";"5s";87;1254 eV;0.0112776 Mb;""
"Fr";"5p1/2";87;1254 eV;0.010256400000000001 Mb;""
"Fr";"5p3/2";87;1254 eV;0.03108 Mb;""
"Fr";"5p";87;1254 eV;0.041336400000000002 Mb;""
"Fr";"5d3/2";87;1254 eV;0.030858 Mb;""
"Fr";"5d5/2";87;1254 eV;0.045288000000000002 Mb;""
"Fr";"5d";87;1254 eV;0.076146000000000005 Mb;""
"Fr";"6s";87;1254 eV;0.0022377600000000001 Mb;""
"Fr";"6pl/2";87;1254 eV;0.0016383599999999999 Mb;""
"Fr";"6p3/2";87;1254 eV;0.0042801599999999999 Mb;""
"Fr";"6p";87;1254 eV;0.00591852 Mb;""
"Fr";"7s";87;1254 eV;8.2139999999999996e-005 Mb;""
"Ra";"4s";88;1254 eV;0.031302000000000003 Mb;""
"Ra";"4p1/2";88;1254 eV;0.027972 Mb;""
"Ra";"4p3/2";88;1254 eV;0.120324 Mb;""
"Ra";"4p";88;1254 eV;0.14829600000000001 Mb;""
"Ra";"4d3/2";88;1254 eV;0.17360400000000001 Mb;""
"Ra";"4d5/2";88;1254 eV;0.26529000000000003 Mb;""
"Ra";"4d";88;1254 eV;0.43889400000000001 Mb;""
"Ra";"4f5/2";88;1254 eV;0.35342400000000002 Mb;""
"Ra";"4f7/2";88;1254 eV;0.451992 Mb;""
"Ra";"4f";88;1254 eV;0.80541600000000002 Mb;""
"Ra";"5s";88;1254 eV;0.0116106 Mb;""
"Ra";"5p1/2";88;1254 eV;0.010478400000000001 Mb;""
"Ra";"5p3/2";88;1254 eV;0.032856000000000003 Mb;""
"Ra";"5p";88;1254 eV;0.043334400000000002 Mb;""
"Ra";"5d3/2";88;1254 eV;0.033078000000000003 Mb;""
"Ra";"5d5/2";88;1254 eV;0.048840000000000001 Mb;""
"Ra";"5d";88;1254 eV;0.081918000000000005 Mb;""
"Ra";"6s";88;1254 eV;0.0024619799999999999 Mb;""
"Ra";"6pl/2";88;1254 eV;0.0018581400000000001 Mb;""
"Ra";"6p3/2";88;1254 eV;0.0051060000000000003 Mb;""
"Ra";"6p";88;1254 eV;0.0069641399999999997 Mb;""
"Ra";"7s";88;1254 eV;0.00027084 Mb;""
"Ac";"4s";89;1254 eV;0.035076000000000003 Mb;""
"Ac";"4p1/2";89;1254 eV;0.027084 Mb;""
"Ac";"4p3/2";89;1254 eV;0.1221 Mb;""
"Ac";"4p";89;1254 eV;0.14918400000000001 Mb;""
"Ac";"4d3/2";89;1254 eV;0.17649000000000001 Mb;""
"Ac";"4d5/2";89;1254 eV;0.27106200000000003 Mb;""
"Ac";"4d";89;1254 eV;0.44755200000000001 Mb;""
"Ac";"4f5/2";89;1254 eV;0.37851000000000001 Mb;""
"Ac";"4f7/2";89;1254 eV;0.48396 Mb;""
"Ac";"4f";89;1254 eV;0.86246999999999996 Mb;""
"Ac";"5s";89;1254 eV;0.0119214 Mb;""
"Ac";"5p1/2";89;1254 eV;0.010656000000000001 Mb;""
"Ac";"5p3/2";89;1254 eV;0.034410000000000003 Mb;""
"Ac";"5p";89;1254 eV;0.045066000000000002 Mb;""
"Ac";"5d3/2";89;1254 eV;0.035520000000000003 Mb;""
"Ac";"5d5/2";89;1254 eV;0.052392000000000001 Mb;""
"Ac";"5d";89;1254 eV;0.087912000000000004 Mb;""
"Ac";"6s";89;1254 eV;0.0026795399999999998 Mb;""
"Ac";"6pl/2";89;1254 eV;0.0020535000000000002 Mb;""
"Ac";"6p3/2";89;1254 eV;0.0058164000000000002 Mb;""
"Ac";"6p";89;1254 eV;0.0078699000000000009 Mb;""
"Ac";"6d3/2";89;1254 eV;0.00027750000000000002 Mb;""
"Ac";"6d5/2";89;1254 eV;0.00038628000000000002 Mb;""
"Ac";"6d";89;1254 eV;0.00066377999999999999 Mb;""
"Ac";"7s";89;1254 eV;0.00033743999999999999 Mb;""
"Th";"4p1/2";90;1254 eV;0.025974000000000001 Mb;""
"Th";"4p3/2";90;1254 eV;0.124098 Mb;""
"Th";"4p";90;1254 eV;0.15007200000000001 Mb;""
"Th";"4d3/2";90;1254 eV;0.17871000000000001 Mb;""
"Th";"4d5/2";90;1254 eV;0.27639000000000002 Mb;""
"Th";"4d";90;1254 eV;0.4551 Mb;""
"Th";"4f5/2";90;1254 eV;0.40426200000000001 Mb;""
"Th";"4f7/2";90;1254 eV;0.51726000000000005 Mb;""
"Th";"4f";90;1254 eV;0.92152199999999995 Mb;""
"Th";"5s";90;1254 eV;0.0122322 Mb;""
"Th";"5p1/2";90;1254 eV;0.010833600000000001 Mb;""
"Th";"5p3/2";90;1254 eV;0.036186000000000003 Mb;""
"Th";"5p";90;1254 eV;0.047019600000000002 Mb;""
"Th";"5d3/2";90;1254 eV;0.037740000000000003 Mb;""
"Th";"5d5/2";90;1254 eV;0.055944000000000001 Mb;""
"Th";"5d";90;1254 eV;0.093684000000000003 Mb;""
"Th";"6s";90;1254 eV;0.0028882199999999999 Mb;""
"Th";"6pl/2";90;1254 eV;0.0022355399999999998 Mb;""
"Th";"6p3/2";90;1254 eV;0.0065046000000000001 Mb;""
"Th";"6p";90;1254 eV;0.0087401400000000004 Mb;""
"Th";"6d3/2";90;1254 eV;0.00070151999999999996 Mb;""
"Th";"6d5/2";90;1254 eV;0.00099011999999999993 Mb;""
"Th";"6d";90;1254 eV;0.0016916399999999999 Mb;""
"Th";"7s";90;1254 eV;0.00039072 Mb;""
"Pa";"4p1/2";91;1254 eV;0.024864000000000001 Mb;""
"Pa";"4p3/2";91;1254 eV;0.12609600000000001 Mb;""
"Pa";"4p";91;1254 eV;0.15096000000000001 Mb;""
"Pa";"4d3/2";91;1254 eV;0.18048600000000001 Mb;""
"Pa";"4d5/2";91;1254 eV;0.28105200000000002 Mb;""
"Pa";"4d";91;1254 eV;0.461538 Mb;""
"Pa";"4f5/2";91;1254 eV;0.43023600000000001 Mb;""
"Pa";"4f7/2";91;1254 eV;0.55078199999999999 Mb;""
"Pa";"4f";91;1254 eV;0.98101799999999995 Mb;""
"Pa";"5s";91;1254 eV;0.0124542 Mb;""
"Pa";"5p1/2";91;1254 eV;0.010922400000000001 Mb;""
"Pa";"5p3/2";91;1254 eV;0.037518000000000003 Mb;""
"Pa";"5p";91;1254 eV;0.048440400000000002 Mb;""
"Pa";"5d3/2";91;1254 eV;0.039294000000000003 Mb;""
"Pa";"5d5/2";91;1254 eV;0.058386 Mb;""
