path=/Users/pabloherrero/sabat/xps_spectra/FBI_Cu/G2_Cu/2022_06_30_G2SL/20220630_Cu_G2SL_subl_90min_lowstep.xy
delimiters=([44, 275, 474, 675, 806, 1015, 1427], [201, 169, 171, 101, 179, 382, 7018], ['Si_2p', 'O_1s', 'N_1s', 'Si_2s', 'C_1s', 'Cu_2p', 'survey_hd'])
name=G2SL 90min_lowstep
label=20220630_Cu_G2SL_subl_90min_lowstep
date=20.22.0630
other_meta=Cu_G2SL_subl_90min_lowstep
area=
fit={}
color=
dfx=
range,Si_2p,Si_2p,O_1s,O_1s,N_1s,N_1s,Si_2s,Si_2s,C_1s,C_1s,Cu_2p,Cu_2p,survey_hd,survey_hd,C_1s_bg,C_1s_bg,O_1s_bg,O_1s_bg,N_1s_bg,N_1s_bg,Si_2p_bg,Si_2p_bg,Si_2s_bg,Si_2s_bg,Cu_2p_bg,Cu_2p_bg
properties,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts
1646,,,,,,,,,,,,,1070.8,28.536174,,,,,,,,,,,,
1647,,,,,,,,,,,,,1070.6,27.763293,,,,,,,,,,,,
1648,,,,,,,,,,,,,1070.4,27.242613,,,,,,,,,,,,
1649,,,,,,,,,,,,,1070.2,28.37161,,,,,,,,,,,,
1650,,,,,,,,,,,,,1070.0,28.614863,,,,,,,,,,,,
1651,,,,,,,,,,,,,1069.8,28.333203,,,,,,,,,,,,
1652,,,,,,,,,,,,,1069.6,28.57096,,,,,,,,,,,,
1653,,,,,,,,,,,,,1069.4,28.4158,,,,,,,,,,,,
1654,,,,,,,,,,,,,1069.2,29.324901,,,,,,,,,,,,
1655,,,,,,,,,,,,,1069.0,28.488131,,,,,,,,,,,,
1656,,,,,,,,,,,,,1068.8,27.704709,,,,,,,,,,,,
1657,,,,,,,,,,,,,1068.6,27.442629,,,,,,,,,,,,
1658,,,,,,,,,,,,,1068.4,27.937461,,,,,,,,,,,,
1659,,,,,,,,,,,,,1068.2,27.706266,,,,,,,,,,,,
1660,,,,,,,,,,,,,1068.0,28.940682,,,,,,,,,,,,
1661,,,,,,,,,,,,,1067.8,29.215718,,,,,,,,,,,,
1662,,,,,,,,,,,,,1067.6,28.188396,,,,,,,,,,,,
1663,,,,,,,,,,,,,1067.4,29.306309,,,,,,,,,,,,
1664,,,,,,,,,,,,,1067.2,28.632027,,,,,,,,,,,,
1665,,,,,,,,,,,,,1067.0,28.733633,,,,,,,,,,,,
1666,,,,,,,,,,,,,1066.8,27.92641,,,,,,,,,,,,
1667,,,,,,,,,,,,,1066.6,28.82855,,,,,,,,,,,,
1668,,,,,,,,,,,,,1066.4,28.999327,,,,,,,,,,,,
1669,,,,,,,,,,,,,1066.2,28.493734,,,,,,,,,,,,
1670,,,,,,,,,,,,,1066.0,28.118647,,,,,,,,,,,,
1671,,,,,,,,,,,,,1065.8,28.243566,,,,,,,,,,,,
1672,,,,,,,,,,,,,1065.6,27.858544,,,,,,,,,,,,
1673,,,,,,,,,,,,,1065.4,28.504291,,,,,,,,,,,,
1674,,,,,,,,,,,,,1065.2,28.733652,,,,,,,,,,,,
1675,,,,,,,,,,,,,1065.0,28.752161,,,,,,,,,,,,
1676,,,,,,,,,,,,,1064.8,28.024765,,,,,,,,,,,,
1677,,,,,,,,,,,,,1064.6,28.258743,,,,,,,,,,,,
1678,,,,,,,,,,,,,1064.4,27.971163,,,,,,,,,,,,
1679,,,,,,,,,,,,,1064.2,28.513652,,,,,,,,,,,,
1680,,,,,,,,,,,,,1064.0,28.292206,,,,,,,,,,,,
1681,,,,,,,,,,,,,1063.8,28.696339,,,,,,,,,,,,
1682,,,,,,,,,,,,,1063.6,29.333033,,,,,,,,,,,,
1683,,,,,,,,,,,,,1063.4,29.209024,,,,,,,,,,,,
1684,,,,,,,,,,,,,1063.2,28.209906,,,,,,,,,,,,
1685,,,,,,,,,,,,,1063.0,28.028833,,,,,,,,,,,,
1686,,,,,,,,,,,,,1062.8,28.374768,,,,,,,,,,,,
1687,,,,,,,,,,,,,1062.6,28.254068,,,,,,,,,,,,
1688,,,,,,,,,,,,,1062.4,27.754641,,,,,,,,,,,,
1689,,,,,,,,,,,,,1062.2,27.762948,,,,,,,,,,,,
1690,,,,,,,,,,,,,1062.0,27.303892,,,,,,,,,,,,
1691,,,,,,,,,,,,,1061.8,28.230973,,,,,,,,,,,,
1692,,,,,,,,,,,,,1061.6,29.101894,,,,,,,,,,,,
1693,,,,,,,,,,,,,1061.4,28.299646,,,,,,,,,,,,
1694,,,,,,,,,,,,,1061.2,28.460715,,,,,,,,,,,,
1695,,,,,,,,,,,,,1061.0,27.930611,,,,,,,,,,,,
1696,,,,,,,,,,,,,1060.8,28.72458,,,,,,,,,,,,
1697,,,,,,,,,,,,,1060.6,29.675428,,,,,,,,,,,,
1698,,,,,,,,,,,,,1060.4,28.97873,,,,,,,,,,,,
1699,,,,,,,,,,,,,1060.2,28.601756,,,,,,,,,,,,
1700,,,,,,,,,,,,,1060.0,29.45573,,,,,,,,,,,,
1701,,,,,,,,,,,,,1059.8,28.276514,,,,,,,,,,,,
1702,,,,,,,,,,,,,1059.6,28.630645,,,,,,,,,,,,
1703,,,,,,,,,,,,,1059.4,29.50882,,,,,,,,,,,,
1704,,,,,,,,,,,,,1059.2,28.70372,,,,,,,,,,,,
1705,,,,,,,,,,,,,1059.0,28.763288,,,,,,,,,,,,
1706,,,,,,,,,,,,,1058.8,28.187974,,,,,,,,,,,,
1707,,,,,,,,,,,,,1058.6,28.635168,,,,,,,,,,,,
1708,,,,,,,,,,,,,1058.4,29.30016,,,,,,,,,,,,
1709,,,,,,,,,,,,,1058.2,28.547073,,,,,,,,,,,,
1710,,,,,,,,,,,,,1058.0,28.187956,,,,,,,,,,,,
1711,,,,,,,,,,,,,1057.8,28.56933,,,,,,,,,,,,
1712,,,,,,,,,,,,,1057.6,29.015787,,,,,,,,,,,,
1713,,,,,,,,,,,,,1057.4,28.891814,,,,,,,,,,,,
1714,,,,,,,,,,,,,1057.2,29.468287,,,,,,,,,,,,
1715,,,,,,,,,,,,,1057.0,28.727179,,,,,,,,,,,,
1716,,,,,,,,,,,,,1056.8,28.467552,,,,,,,,,,,,
1717,,,,,,,,,,,,,1056.6,28.745302,,,,,,,,,,,,
1718,,,,,,,,,,,,,1056.4,28.931288,,,,,,,,,,,,
1719,,,,,,,,,,,,,1056.2,28.910863,,,,,,,,,,,,
1720,,,,,,,,,,,,,1056.0,29.319298,,,,,,,,,,,,
1721,,,,,,,,,,,,,1055.8,28.595946,,,,,,,,,,,,
1722,,,,,,,,,,,,,1055.6,28.825043,,,,,,,,,,,,
1723,,,,,,,,,,,,,1055.4,28.265832,,,,,,,,,,,,
1724,,,,,,,,,,,,,1055.2,28.292782,,,,,,,,,,,,
1725,,,,,,,,,,,,,1055.0,28.459403,,,,,,,,,,,,
1726,,,,,,,,,,,,,1054.8,29.548167,,,,,,,,,,,,
1727,,,,,,,,,,,,,1054.6,29.347425,,,,,,,,,,,,
1728,,,,,,,,,,,,,1054.4,29.300172,,,,,,,,,,,,
1729,,,,,,,,,,,,,1054.2,28.991729,,,,,,,,,,,,
1730,,,,,,,,,,,,,1054.0,28.192321,,,,,,,,,,,,
1731,,,,,,,,,,,,,1053.8,29.282935,,,,,,,,,,,,
1732,,,,,,,,,,,,,1053.6,28.608932,,,,,,,,,,,,
1733,,,,,,,,,,,,,1053.4,29.161139,,,,,,,,,,,,
1734,,,,,,,,,,,,,1053.2,29.226757,,,,,,,,,,,,
1735,,,,,,,,,,,,,1053.0,29.107236,,,,,,,,,,,,
1736,,,,,,,,,,,,,1052.8,30.081006,,,,,,,,,,,,
1737,,,,,,,,,,,,,1052.6,29.501286,,,,,,,,,,,,
1738,,,,,,,,,,,,,1052.4,28.426464,,,,,,,,,,,,
1739,,,,,,,,,,,,,1052.2,29.988478,,,,,,,,,,,,
1740,,,,,,,,,,,,,1052.0,28.609364,,,,,,,,,,,,
1741,,,,,,,,,,,,,1051.8,29.153501,,,,,,,,,,,,
1742,,,,,,,,,,,,,1051.6,29.861731,,,,,,,,,,,,
1743,,,,,,,,,,,,,1051.4,29.776261,,,,,,,,,,,,
1744,,,,,,,,,,,,,1051.2,29.241063,,,,,,,,,,,,
1745,,,,,,,,,,,,,1051.0,29.668284,,,,,,,,,,,,
1746,,,,,,,,,,,,,1050.8,29.03725,,,,,,,,,,,,
1747,,,,,,,,,,,,,1050.6,29.099183,,,,,,,,,,,,
1748,,,,,,,,,,,,,1050.4,29.306476,,,,,,,,,,,,
1749,,,,,,,,,,,,,1050.2,29.997658,,,,,,,,,,,,
1750,,,,,,,,,,,,,1050.0,29.724681,,,,,,,,,,,,
1751,,,,,,,,,,,,,1049.8,29.70381,,,,,,,,,,,,
1752,,,,,,,,,,,,,1049.6,29.371603,,,,,,,,,,,,
1753,,,,,,,,,,,,,1049.4,28.867437,,,,,,,,,,,,
1754,,,,,,,,,,,,,1049.2,29.552365,,,,,,,,,,,,
1755,,,,,,,,,,,,,1049.0,29.530085,,,,,,,,,,,,
1756,,,,,,,,,,,,,1048.8,29.568842,,,,,,,,,,,,
1757,,,,,,,,,,,,,1048.6,29.285113,,,,,,,,,,,,
1758,,,,,,,,,,,,,1048.4,29.282349,,,,,,,,,,,,
1759,,,,,,,,,,,,,1048.2,29.717527,,,,,,,,,,,,
1760,,,,,,,,,,,,,1048.0,29.316072,,,,,,,,,,,,
1761,,,,,,,,,,,,,1047.8,28.260927,,,,,,,,,,,,
1762,,,,,,,,,,,,,1047.6,29.278928,,,,,,,,,,,,
1763,,,,,,,,,,,,,1047.4,29.463515,,,,,,,,,,,,
1764,,,,,,,,,,,,,1047.2,28.237198,,,,,,,,,,,,
1765,,,,,,,,,,,,,1047.0,29.306489,,,,,,,,,,,,
1766,,,,,,,,,,,,,1046.8,29.193712,,,,,,,,,,,,
1767,,,,,,,,,,,,,1046.6,30.232643,,,,,,,,,,,,
1768,,,,,,,,,,,,,1046.4,29.769526,,,,,,,,,,,,
1769,,,,,,,,,,,,,1046.2,29.277519,,,,,,,,,,,,
1770,,,,,,,,,,,,,1046.0,28.61381,,,,,,,,,,,,
1771,,,,,,,,,,,,,1045.8,29.676971,,,,,,,,,,,,
1772,,,,,,,,,,,,,1045.6,30.688521,,,,,,,,,,,,
1773,,,,,,,,,,,,,1045.4,30.041805,,,,,,,,,,,,
1774,,,,,,,,,,,,,1045.2,29.580392,,,,,,,,,,,,
1775,,,,,,,,,,,,,1045.0,30.347528,,,,,,,,,,,,
1776,,,,,,,,,,,,,1044.8,30.273028,,,,,,,,,,,,
1777,,,,,,,,,,,,,1044.6,30.576495,,,,,,,,,,,,
1778,,,,,,,,,,,,,1044.4,30.359391,,,,,,,,,,,,
1779,,,,,,,,,,,,,1044.2,30.176229,,,,,,,,,,,,
1780,,,,,,,,,,,,,1044.0,29.369404,,,,,,,,,,,,
1781,,,,,,,,,,,,,1043.8,29.961086,,,,,,,,,,,,
1782,,,,,,,,,,,,,1043.6,29.265118,,,,,,,,,,,,
1783,,,,,,,,,,,,,1043.4,29.545273,,,,,,,,,,,,
1784,,,,,,,,,,,,,1043.2,29.343248,,,,,,,,,,,,
1785,,,,,,,,,,,,,1043.0,30.344803,,,,,,,,,,,,
1786,,,,,,,,,,,,,1042.8,29.700086,,,,,,,,,,,,
1787,,,,,,,,,,,,,1042.6,30.144189,,,,,,,,,,,,
1788,,,,,,,,,,,,,1042.4,29.443663,,,,,,,,,,,,
1789,,,,,,,,,,,,,1042.2,29.990587,,,,,,,,,,,,
1790,,,,,,,,,,,,,1042.0,29.524286,,,,,,,,,,,,
1791,,,,,,,,,,,,,1041.8,29.215018,,,,,,,,,,,,
1792,,,,,,,,,,,,,1041.6,29.627754,,,,,,,,,,,,
1793,,,,,,,,,,,,,1041.4,29.953118,,,,,,,,,,,,
1794,,,,,,,,,,,,,1041.2,29.730558,,,,,,,,,,,,
1795,,,,,,,,,,,,,1041.0,30.050559,,,,,,,,,,,,
1796,,,,,,,,,,,,,1040.8,30.099521,,,,,,,,,,,,
1797,,,,,,,,,,,,,1040.6,29.702125,,,,,,,,,,,,
1798,,,,,,,,,,,,,1040.4,29.662239,,,,,,,,,,,,
1799,,,,,,,,,,,,,1040.2,30.079575,,,,,,,,,,,,
1800,,,,,,,,,,,,,1040.0,30.10039,,,,,,,,,,,,
1801,,,,,,,,,,,,,1039.8,29.863576,,,,,,,,,,,,
1802,,,,,,,,,,,,,1039.6,30.155495,,,,,,,,,,,,
1803,,,,,,,,,,,,,1039.4,29.911546,,,,,,,,,,,,
1804,,,,,,,,,,,,,1039.2,30.609452,,,,,,,,,,,,
1805,,,,,,,,,,,,,1039.0,29.788054,,,,,,,,,,,,
1806,,,,,,,,,,,,,1038.8,29.697376,,,,,,,,,,,,
1807,,,,,,,,,,,,,1038.6,29.801896,,,,,,,,,,,,
1808,,,,,,,,,,,,,1038.4,29.69187,,,,,,,,,,,,
1809,,,,,,,,,,,,,1038.2,30.312352,,,,,,,,,,,,
1810,,,,,,,,,,,,,1038.0,29.857621,,,,,,,,,,,,
1811,,,,,,,,,,,,,1037.8,30.040273,,,,,,,,,,,,
1812,,,,,,,,,,,,,1037.6,29.334318,,,,,,,,,,,,
1813,,,,,,,,,,,,,1037.4,30.068846,,,,,,,,,,,,
1814,,,,,,,,,,,,,1037.2,30.428245,,,,,,,,,,,,
1815,,,,,,,,,,,,,1037.0,30.046706,,,,,,,,,,,,
1816,,,,,,,,,,,,,1036.8,29.096873,,,,,,,,,,,,
1817,,,,,,,,,,,,,1036.6,29.304977,,,,,,,,,,,,
1818,,,,,,,,,,,,,1036.4,30.655563,,,,,,,,,,,,
1819,,,,,,,,,,,,,1036.2,31.27355,,,,,,,,,,,,
1820,,,,,,,,,,,,,1036.0,30.990256,,,,,,,,,,,,
1821,,,,,,,,,,,,,1035.8,30.4533,,,,,,,,,,,,
1822,,,,,,,,,,,,,1035.6,30.703967,,,,,,,,,,,,
1823,,,,,,,,,,,,,1035.4,30.060523,,,,,,,,,,,,
1824,,,,,,,,,,,,,1035.2,30.209532,,,,,,,,,,,,
1825,,,,,,,,,,,,,1035.0,30.033864,,,,,,,,,,,,
1826,,,,,,,,,,,,,1034.8,30.187174,,,,,,,,,,,,
1827,,,,,,,,,,,,,1034.6,30.966846,,,,,,,,,,,,
1828,,,,,,,,,,,,,1034.4,30.502975,,,,,,,,,,,,
1829,,,,,,,,,,,,,1034.2,30.197508,,,,,,,,,,,,
1830,,,,,,,,,,,,,1034.0,30.596911,,,,,,,,,,,,
1831,,,,,,,,,,,,,1033.8,29.743893,,,,,,,,,,,,
1832,,,,,,,,,,,,,1033.6,29.641931,,,,,,,,,,,,
1833,,,,,,,,,,,,,1033.4,30.618956,,,,,,,,,,,,
1834,,,,,,,,,,,,,1033.2,30.509892,,,,,,,,,,,,
1835,,,,,,,,,,,,,1033.0,29.881021,,,,,,,,,,,,
1836,,,,,,,,,,,,,1032.8,30.93894,,,,,,,,,,,,
1837,,,,,,,,,,,,,1032.6,30.616424,,,,,,,,,,,,
1838,,,,,,,,,,,,,1032.4,30.132478,,,,,,,,,,,,
1839,,,,,,,,,,,,,1032.2,30.554364,,,,,,,,,,,,
1840,,,,,,,,,,,,,1032.0,30.330875,,,,,,,,,,,,
1841,,,,,,,,,,,,,1031.8,30.392256,,,,,,,,,,,,
1842,,,,,,,,,,,,,1031.6,30.85141,,,,,,,,,,,,
1843,,,,,,,,,,,,,1031.4,30.944943,,,,,,,,,,,,
1844,,,,,,,,,,,,,1031.2,30.074107,,,,,,,,,,,,
1845,,,,,,,,,,,,,1031.0,30.355329,,,,,,,,,,,,
1846,,,,,,,,,,,,,1030.8,30.580655,,,,,,,,,,,,
1847,,,,,,,,,,,,,1030.6,30.63175,,,,,,,,,,,,
1848,,,,,,,,,,,,,1030.4,30.583277,,,,,,,,,,,,
1849,,,,,,,,,,,,,1030.2,30.73538,,,,,,,,,,,,
1850,,,,,,,,,,,,,1030.0,31.121514,,,,,,,,,,,,
1851,,,,,,,,,,,,,1029.8,30.705328,,,,,,,,,,,,
1852,,,,,,,,,,,,,1029.6,30.594241,,,,,,,,,,,,
1853,,,,,,,,,,,,,1029.4,31.098846,,,,,,,,,,,,
1854,,,,,,,,,,,,,1029.2,31.144833,,,,,,,,,,,,
1855,,,,,,,,,,,,,1029.0,30.129792,,,,,,,,,,,,
1856,,,,,,,,,,,,,1028.8,30.748482,,,,,,,,,,,,
1857,,,,,,,,,,,,,1028.6,31.569689,,,,,,,,,,,,
1858,,,,,,,,,,,,,1028.4,31.407045,,,,,,,,,,,,
1859,,,,,,,,,,,,,1028.2,30.64071,,,,,,,,,,,,
1860,,,,,,,,,,,,,1028.0,31.064944,,,,,,,,,,,,
1861,,,,,,,,,,,,,1027.8,31.371512,,,,,,,,,,,,
1862,,,,,,,,,,,,,1027.6,30.895375,,,,,,,,,,,,
1863,,,,,,,,,,,,,1027.4,30.995282,,,,,,,,,,,,
1864,,,,,,,,,,,,,1027.2,31.886516,,,,,,,,,,,,
1865,,,,,,,,,,,,,1027.0,31.139611,,,,,,,,,,,,
1866,,,,,,,,,,,,,1026.8,31.356827,,,,,,,,,,,,
1867,,,,,,,,,,,,,1026.6,32.425338,,,,,,,,,,,,
1868,,,,,,,,,,,,,1026.4,31.482068,,,,,,,,,,,,
1869,,,,,,,,,,,,,1026.2,31.382376,,,,,,,,,,,,
1870,,,,,,,,,,,,,1026.0,30.609212,,,,,,,,,,,,
1871,,,,,,,,,,,,,1025.8,30.517032,,,,,,,,,,,,
1872,,,,,,,,,,,,,1025.6,30.700457,,,,,,,,,,,,
1873,,,,,,,,,,,,,1025.4,30.255454,,,,,,,,,,,,
1874,,,,,,,,,,,,,1025.2,31.804078,,,,,,,,,,,,
1875,,,,,,,,,,,,,1025.0,32.127189,,,,,,,,,,,,
1876,,,,,,,,,,,,,1024.8,31.914012,,,,,,,,,,,,
1877,,,,,,,,,,,,,1024.6,31.707683,,,,,,,,,,,,
1878,,,,,,,,,,,,,1024.4,31.584687,,,,,,,,,,,,
1879,,,,,,,,,,,,,1024.2,31.7314,,,,,,,,,,,,
1880,,,,,,,,,,,,,1024.0,31.44072,,,,,,,,,,,,
1881,,,,,,,,,,,,,1023.8,31.363157,,,,,,,,,,,,
1882,,,,,,,,,,,,,1023.6,31.622919,,,,,,,,,,,,
1883,,,,,,,,,,,,,1023.4,31.388575,,,,,,,,,,,,
1884,,,,,,,,,,,,,1023.2,31.653678,,,,,,,,,,,,
1885,,,,,,,,,,,,,1023.0,32.046394,,,,,,,,,,,,
1886,,,,,,,,,,,,,1022.8,30.87587,,,,,,,,,,,,
1887,,,,,,,,,,,,,1022.6,31.134897,,,,,,,,,,,,
1888,,,,,,,,,,,,,1022.4,31.746876,,,,,,,,,,,,
1889,,,,,,,,,,,,,1022.2,31.631764,,,,,,,,,,,,
1890,,,,,,,,,,,,,1022.0,31.602126,,,,,,,,,,,,
1891,,,,,,,,,,,,,1021.8,31.292885,,,,,,,,,,,,
1892,,,,,,,,,,,,,1021.6,31.96223,,,,,,,,,,,,
1893,,,,,,,,,,,,,1021.4,32.208335,,,,,,,,,,,,
1894,,,,,,,,,,,,,1021.2,31.703727,,,,,,,,,,,,
1895,,,,,,,,,,,,,1021.0,31.459151,,,,,,,,,,,,
1896,,,,,,,,,,,,,1020.8,31.206733,,,,,,,,,,,,
1897,,,,,,,,,,,,,1020.6,31.762684,,,,,,,,,,,,
1898,,,,,,,,,,,,,1020.4,31.308855,,,,,,,,,,,,
1899,,,,,,,,,,,,,1020.2,32.601018,,,,,,,,,,,,
1900,,,,,,,,,,,,,1020.0,32.332559,,,,,,,,,,,,
1901,,,,,,,,,,,,,1019.8,32.313605,,,,,,,,,,,,
1902,,,,,,,,,,,,,1019.6,31.930953,,,,,,,,,,,,
1903,,,,,,,,,,,,,1019.4,31.545785,,,,,,,,,,,,
1904,,,,,,,,,,,,,1019.2,31.687937,,,,,,,,,,,,
1905,,,,,,,,,,,,,1019.0,32.123083,,,,,,,,,,,,
1906,,,,,,,,,,,,,1018.8,31.438263,,,,,,,,,,,,
1907,,,,,,,,,,,,,1018.6,31.521144,,,,,,,,,,,,
1908,,,,,,,,,,,,,1018.4,31.705999,,,,,,,,,,,,
1909,,,,,,,,,,,,,1018.2,31.515118,,,,,,,,,,,,
1910,,,,,,,,,,,,,1018.0,32.526317,,,,,,,,,,,,
1911,,,,,,,,,,,,,1017.8,32.048366,,,,,,,,,,,,
1912,,,,,,,,,,,,,1017.6,31.572968,,,,,,,,,,,,
1913,,,,,,,,,,,,,1017.4,32.338568,,,,,,,,,,,,
1914,,,,,,,,,,,,,1017.2,32.8613,,,,,,,,,,,,
1915,,,,,,,,,,,,,1017.0,32.874462,,,,,,,,,,,,
1916,,,,,,,,,,,,,1016.8,33.073596,,,,,,,,,,,,
1917,,,,,,,,,,,,,1016.6,33.607532,,,,,,,,,,,,
1918,,,,,,,,,,,,,1016.4,32.681881,,,,,,,,,,,,
1919,,,,,,,,,,,,,1016.2,32.466321,,,,,,,,,,,,
1920,,,,,,,,,,,,,1016.0,32.643642,,,,,,,,,,,,
1921,,,,,,,,,,,,,1015.8,33.18961,,,,,,,,,,,,
1922,,,,,,,,,,,,,1015.6,32.674962,,,,,,,,,,,,
1923,,,,,,,,,,,,,1015.4,33.102719,,,,,,,,,,,,
1924,,,,,,,,,,,,,1015.2,32.790458,,,,,,,,,,,,
1925,,,,,,,,,,,,,1015.0,32.75669,,,,,,,,,,,,
1926,,,,,,,,,,,,,1014.8,32.004615,,,,,,,,,,,,
1927,,,,,,,,,,,,,1014.6,31.947765,,,,,,,,,,,,
1928,,,,,,,,,,,,,1014.4,32.423535,,,,,,,,,,,,
1929,,,,,,,,,,,,,1014.2,32.948973,,,,,,,,,,,,
1930,,,,,,,,,,,,,1014.0,32.548361,,,,,,,,,,,,
1931,,,,,,,,,,,,,1013.8,32.470036,,,,,,,,,,,,
1932,,,,,,,,,,,,,1013.6,32.371653,,,,,,,,,,,,
1933,,,,,,,,,,,,,1013.4,32.738747,,,,,,,,,,,,
1934,,,,,,,,,,,,,1013.2,32.376862,,,,,,,,,,,,
1935,,,,,,,,,,,,,1013.0,32.03112,,,,,,,,,,,,
1936,,,,,,,,,,,,,1012.8,32.557955,,,,,,,,,,,,
1937,,,,,,,,,,,,,1012.6,33.431179,,,,,,,,,,,,
1938,,,,,,,,,,,,,1012.4,33.039682,,,,,,,,,,,,
1939,,,,,,,,,,,,,1012.2,33.430583,,,,,,,,,,,,
1940,,,,,,,,,,,,,1012.0,33.438938,,,,,,,,,,,,
1941,,,,,,,,,,,,,1011.8,32.744235,,,,,,,,,,,,
1942,,,,,,,,,,,,,1011.6,32.913901,,,,,,,,,,,,
1943,,,,,,,,,,,,,1011.4,33.327125,,,,,,,,,,,,
1944,,,,,,,,,,,,,1011.2,32.412017,,,,,,,,,,,,
1945,,,,,,,,,,,,,1011.0,32.99179,,,,,,,,,,,,
1946,,,,,,,,,,,,,1010.8,33.958706,,,,,,,,,,,,
1947,,,,,,,,,,,,,1010.6,33.941016,,,,,,,,,,,,
1948,,,,,,,,,,,,,1010.4,33.469608,,,,,,,,,,,,
1949,,,,,,,,,,,,,1010.2,33.246297,,,,,,,,,,,,
1950,,,,,,,,,,,,,1010.0,32.714088,,,,,,,,,,,,
1951,,,,,,,,,,,,,1009.8,33.600996,,,,,,,,,,,,
1952,,,,,,,,,,,,,1009.6,32.509243,,,,,,,,,,,,
1953,,,,,,,,,,,,,1009.4,33.398056,,,,,,,,,,,,
1954,,,,,,,,,,,,,1009.2,33.28238,,,,,,,,,,,,
1955,,,,,,,,,,,,,1009.0,33.032295,,,,,,,,,,,,
1956,,,,,,,,,,,,,1008.8,33.713844,,,,,,,,,,,,
1957,,,,,,,,,,,,,1008.6,33.34144,,,,,,,,,,,,
1958,,,,,,,,,,,,,1008.4,34.473684,,,,,,,,,,,,
1959,,,,,,,,,,,,,1008.2,33.828139,,,,,,,,,,,,
1960,,,,,,,,,,,,,1008.0,33.598852,,,,,,,,,,,,
1961,,,,,,,,,,,,,1007.8,32.738591,,,,,,,,,,,,
1962,,,,,,,,,,,,,1007.6,33.395048,,,,,,,,,,,,
1963,,,,,,,,,,,,,1007.4,33.650646,,,,,,,,,,,,
1964,,,,,,,,,,,,,1007.2,33.629314,,,,,,,,,,,,
1965,,,,,,,,,,,,,1007.0,33.706843,,,,,,,,,,,,
1966,,,,,,,,,,,,,1006.8,34.060255,,,,,,,,,,,,
1967,,,,,,,,,,,,,1006.6,34.067115,,,,,,,,,,,,
1968,,,,,,,,,,,,,1006.4,33.563006,,,,,,,,,,,,
1969,,,,,,,,,,,,,1006.2,33.684497,,,,,,,,,,,,
1970,,,,,,,,,,,,,1006.0,33.573632,,,,,,,,,,,,
1971,,,,,,,,,,,,,1005.8,33.620435,,,,,,,,,,,,
1972,,,,,,,,,,,,,1005.6,33.153071,,,,,,,,,,,,
1973,,,,,,,,,,,,,1005.4,33.948491,,,,,,,,,,,,
1974,,,,,,,,,,,,,1005.2,35.272841,,,,,,,,,,,,
1975,,,,,,,,,,,,,1005.0,33.751588,,,,,,,,,,,,
1976,,,,,,,,,,,,,1004.8,33.99871,,,,,,,,,,,,
1977,,,,,,,,,,,,,1004.6,33.909133,,,,,,,,,,,,
1978,,,,,,,,,,,,,1004.4,34.337796,,,,,,,,,,,,
1979,,,,,,,,,,,,,1004.2,34.391697,,,,,,,,,,,,
1980,,,,,,,,,,,,,1004.0,33.24006,,,,,,,,,,,,
1981,,,,,,,,,,,,,1003.8,34.183971,,,,,,,,,,,,
1982,,,,,,,,,,,,,1003.6,34.374891,,,,,,,,,,,,
1983,,,,,,,,,,,,,1003.4,34.560193,,,,,,,,,,,,
1984,,,,,,,,,,,,,1003.2,35.195172,,,,,,,,,,,,
1985,,,,,,,,,,,,,1003.0,34.838514,,,,,,,,,,,,
1986,,,,,,,,,,,,,1002.8,34.579602,,,,,,,,,,,,
1987,,,,,,,,,,,,,1002.6,33.994622,,,,,,,,,,,,
1988,,,,,,,,,,,,,1002.4,35.018693,,,,,,,,,,,,
1989,,,,,,,,,,,,,1002.2,34.889911,,,,,,,,,,,,
1990,,,,,,,,,,,,,1002.0,34.324945,,,,,,,,,,,,
1991,,,,,,,,,,,,,1001.8,34.847546,,,,,,,,,,,,
1992,,,,,,,,,,,,,1001.6,33.929219,,,,,,,,,,,,
1993,,,,,,,,,,,,,1001.4,34.225189,,,,,,,,,,,,
1994,,,,,,,,,,,,,1001.2,34.062504,,,,,,,,,,,,
1995,,,,,,,,,,,,,1001.0,34.765048,,,,,,,,,,,,
1996,,,,,,,,,,,,,1000.8,34.943208,,,,,,,,,,,,
1997,,,,,,,,,,,,,1000.6,35.32439,,,,,,,,,,,,
1998,,,,,,,,,,,,,1000.4,34.68051,,,,,,,,,,,,
1999,,,,,,,,,,,,,1000.2,35.777698,,,,,,,,,,,,
2000,,,,,,,,,,,,,1000.0,35.106717,,,,,,,,,,,,
2001,,,,,,,,,,,,,999.8,34.174161,,,,,,,,,,,,
2002,,,,,,,,,,,,,999.6,34.949991,,,,,,,,,,,,
2003,,,,,,,,,,,,,999.4,34.991958,,,,,,,,,,,,
2004,,,,,,,,,,,,,999.2,35.738974,,,,,,,,,,,,
2005,,,,,,,,,,,,,999.0,35.002559,,,,,,,,,,,,
2006,,,,,,,,,,,,,998.8,34.780953,,,,,,,,,,,,
2007,,,,,,,,,,,,,998.6,34.706247,,,,,,,,,,,,
2008,,,,,,,,,,,,,998.4,34.713793,,,,,,,,,,,,
